Customer_ID,Customer_Title,Customer_First_Name,Customer_Last_Name,Customer_Segment,Marital_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Region
294,Mrs.,Gwendolyn,Kirby,Consumer,Divorced,Male,1985-09-25,2001-09-22,,EAST
295,Ms.,Victor,Potter,SME,Single,Female,1984-06-08,2003-02-20,,SOUTH
296,Mrs.,Diana,White,Corporate,Widowed,Male,1956-10-26,2007-08-22,,EAST
297,Dr.,Zachary,Harris,Corporate,Widowed,Male,1970-06-20,2007-12-24,,NORTH
298,Ms.,Charles,Tyson,Consumer,Single,Female,1972-02-10,2015-12-29,,SOUTH
299,Mrs.,Megan,Dillon,Consumer,Divorced,Male,1984-12-15,2007-02-07,,WEST
300,Ms.,James,Harris,Consumer,Married,Male,1974-03-15,2002-04-17,,EAST
301,Professor,Olivia,Potter,Consumer,Single,Male,1995-12-22,2009-02-24,,SOUTH
302,Professor,Rachel,Williams,Corporate,Single,Female,1979-02-08,2008-08-21,,NORTH
303,Professor,Yvonne,Williams,SME,Married,Female,1971-10-12,2012-10-29,,SOUTH
304,Ms.,Edward,Wilson,Consumer,Married,Male,1974-01-30,2011-01-22,,WEST
305,Ms.,Irene,White,Corporate,Divorced,Male,1993-06-11,2001-09-22,,SOUTH
306,Mrs.,Tina,Tyson,Corporate,Married,Male,1991-01-29,2002-05-26,,SOUTH
307,Dr.,Karen,Tyson,Corporate,Divorced,Male,1979-07-26,2009-11-15,,SOUTH
308,Mrs.,Karen,Tyson,Corporate,Married,Female,1992-12-22,2007-01-17,,NORTH
309,Dr.,Xander,Dillon,Corporate,Widowed,Female,1971-10-01,2007-04-23,,NORTH
310,Mrs.,Diana,Kirby,SME,Single,Female,1998-12-14,2004-01-13,,NORTH
311,Mr.,Olivia,Anderson,Consumer,Widowed,Female,1986-09-15,2015-02-04,,WEST
312,Dr.,Irene,Jones,SME,Widowed,Female,1983-10-28,2001-08-28,,WEST
313,Dr.,Rachel,Thompson,SME,Divorced,Male,1998-10-10,2000-10-28,,SOUTH
314,Ms.,Yvonne,Davis,SME,Single,Female,1964-12-03,2014-07-06,,EAST
315,Mr.,Zachary,White,Consumer,Divorced,Male,1950-12-12,2002-03-18,,NORTH
316,Dr.,Liam,Jackson,Consumer,Divorced,Female,1994-11-25,2003-05-19,,SOUTH
317,Mr.,James,White,Corporate,Divorced,Female,1960-05-31,2003-03-06,,EAST
318,Professor,Zachary,Miller,Consumer,Widowed,Female,1993-04-29,2007-10-24,,SOUTH
319,Ms.,Karen,Williams,Consumer,Single,Female,1954-01-04,2015-12-10,,SOUTH
320,Mrs.,Victor,Garcia,Corporate,Married,Female,1996-04-17,2003-11-30,,EAST
321,Mrs.,Henry,Jackson,Corporate,Widowed,Male,1966-09-21,2014-05-13,,SOUTH
322,Dr.,Olivia,Kirby,Consumer,Married,Female,1984-11-19,2000-02-06,,WEST
323,Professor,Samuel,Brown,Consumer,Divorced,Female,1966-10-10,2008-03-15,,EAST
324,Professor,Irene,Martin,SME,Widowed,Female,1978-02-12,2013-05-22,,EAST
325,Dr.,Liam,Thomas,SME,Divorced,Male,1965-06-24,2015-02-09,,EAST
326,Mrs.,Karen,Brown,Corporate,Married,Male,1977-05-25,2002-08-16,,WEST
327,Mrs.,Nathan,Tyson,Corporate,Married,Male,1984-06-04,2009-06-27,,SOUTH
328,Mrs.,Patrick,Anderson,SME,Widowed,Male,1966-10-14,2007-01-21,,WEST
329,Mrs.,Aaron,Martin,Corporate,Widowed,Female,1967-07-04,2008-08-11,,NORTH
330,Dr.,Wendy,Harris,Consumer,Single,Female,1965-01-02,2001-11-08,,SOUTH
331,Professor,Irene,Davis,SME,Widowed,Female,1975-11-25,2003-10-09,,EAST
332,Ms.,Samuel,Brown,SME,Single,Female,1998-09-22,2008-03-24,,EAST
333,Mrs.,Nathan,Brown,Corporate,Widowed,Female,1976-09-16,2000-09-21,,WEST
334,Mrs.,Olivia,Brown,SME,Divorced,Female,1968-10-30,2013-03-09,,EAST
335,Mrs.,Tina,Jones,SME,Divorced,Female,1968-07-26,2001-05-01,,WEST
336,Ms.,Karen,Anderson,Consumer,Single,Female,1973-12-26,2011-07-16,,WEST
337,Mrs.,Irene,Dillon,SME,Married,Female,1961-11-27,2005-08-07,,EAST
338,Dr.,Yvonne,Jackson,SME,Divorced,Female,1962-10-03,2012-12-13,,WEST
339,Mr.,Olivia,Williams,SME,Divorced,Female,1986-02-21,2011-07-25,,SOUTH
340,Professor,Patrick,Taylor,SME,Widowed,Female,1950-03-23,2002-02-02,,SOUTH
341,Dr.,Zachary,Potter,Corporate,Married,Female,1969-07-17,2009-08-20,,EAST
342,Ms.,Allison,Anderson,SME,Married,Female,1999-02-07,2012-12-17,,NORTH
343,Mr.,Catherine,Johnson,Consumer,Widowed,Male,1958-12-07,2014-01-16,,NORTH
344,Mr.,Olivia,Harris,SME,Married,Female,1988-05-19,2004-07-15,,WEST
345,Mr.,Brian,Wilson,Corporate,Single,Male,1982-05-03,2005-08-13,,WEST
346,Ms.,Megan,Dillon,SME,Single,Male,1971-01-03,2009-08-17,,EAST
347,Mr.,Gwendolyn,Martin,SME,Married,Female,1961-11-27,2013-04-25,,EAST
348,Mr.,Aaron,Taylor,Corporate,Married,Male,1987-11-21,2015-07-26,,EAST
349,Mr.,Megan,Williams,Corporate,Divorced,Male,1959-04-05,2007-01-10,,WEST
350,Mrs.,Yvonne,Jones,SME,Single,Male,1956-02-20,2011-11-24,,SOUTH
351,Mrs.,Liam,Miller,Consumer,Widowed,Male,1986-12-08,2013-10-25,,SOUTH
352,Professor,Edward,Brown,Corporate,Widowed,Male,1984-06-14,2007-11-19,,EAST
353,Mr.,Irene,Dillon,SME,Divorced,Male,1972-04-06,2012-05-30,,WEST
354,Professor,Gwendolyn,Thompson,Corporate,Widowed,Male,1995-09-18,2004-03-25,,NORTH
355,Mr.,Patrick,Jackson,SME,Single,Male,1971-08-18,2011-03-16,,WEST
356,Dr.,Karen,Jones,SME,Divorced,Male,2000-12-28,2009-06-09,,NORTH
357,Mr.,Yvonne,Williams,Consumer,Divorced,Male,1956-01-22,2000-04-22,,SOUTH
358,Professor,Zachary,Jackson,Corporate,Widowed,Female,1975-09-14,2014-02-05,,EAST
359,Professor,Ursula,Potter,Corporate,Single,Male,1963-09-13,2006-03-23,,EAST
360,Professor,Zachary,Jones,Corporate,Single,Female,1979-04-25,2008-10-05,,WEST
361,Mr.,Bonnie,Davis,SME,Widowed,Male,1988-12-24,2002-08-08,,WEST
362,Mr.,Victor,Garcia,SME,Married,Male,1951-02-20,2015-11-17,,NORTH
363,Professor,Patrick,Thomas,Corporate,Married,Male,1996-05-27,2005-10-24,,WEST
364,Mr.,Xander,Brown,SME,Divorced,Male,1980-01-21,2009-08-18,,NORTH
365,Mr.,Wendy,Kirby,Consumer,Divorced,Female,1994-07-06,2010-03-17,,NORTH
366,Ms.,Liam,Garcia,Consumer,Single,Male,1959-03-26,2012-11-14,,WEST
367,Mrs.,Brian,Smith,Corporate,Divorced,Male,1954-02-15,2010-07-31,,EAST
368,Professor,Brian,Johnson,Consumer,Divorced,Female,1987-08-16,2005-01-13,,WEST
369,Professor,Irene,Williams,Consumer,Single,Male,1983-06-13,2002-09-05,,NORTH
370,Dr.,Megan,Williams,Consumer,Divorced,Female,1975-04-30,2006-12-20,,EAST
371,Ms.,Liam,Miller,Corporate,Married,Female,2000-07-31,2006-10-25,,EAST
372,Professor,Yvonne,Miller,Corporate,Single,Male,1971-12-29,2003-05-18,,SOUTH
373,Mr.,Rachel,Thomas,SME,Widowed,Female,1980-01-21,2000-01-12,,WEST
374,Mrs.,Gwendolyn,Thompson,Consumer,Single,Female,1987-08-31,2011-01-13,,EAST
375,Professor,Bonnie,Davis,Corporate,Divorced,Male,1987-01-22,2015-09-20,,EAST
376,Dr.,Quinn,Jones,Corporate,Single,Male,1956-09-18,2013-04-10,,EAST
377,Ms.,James,Wilson,Corporate,Divorced,Female,1985-04-03,2015-09-19,,WEST
378,Mrs.,Henry,Williams,Consumer,Single,Male,1962-03-19,2013-02-10,,NORTH
379,Ms.,Olivia,Harris,Consumer,Divorced,Female,1986-06-21,2002-09-16,,WEST
380,Mr.,Olivia,Wilson,SME,Divorced,Male,1958-02-10,2003-07-15,,NORTH
381,Mrs.,Allison,Taylor,Corporate,Married,Female,1958-03-08,2015-12-13,,WEST
382,Ms.,Victor,Anderson,Corporate,Widowed,Male,1965-08-07,2000-09-11,,EAST
383,Mrs.,Olivia,Brown,Consumer,Single,Male,1960-11-23,2000-04-07,,EAST
384,Ms.,Allison,Jackson,Consumer,Divorced,Male,1957-07-16,2013-01-22,,WEST
385,Dr.,Gwendolyn,Dillon,Consumer,Divorced,Male,1961-07-22,2002-01-23,,EAST
386,Professor,Bonnie,Garcia,Consumer,Widowed,Female,1988-11-10,2008-11-09,,SOUTH
387,Mrs.,Fiona,Thomas,Corporate,Divorced,Male,1966-10-16,2006-03-02,,SOUTH
388,Professor,Tina,Tyson,Corporate,Divorced,Female,1972-01-19,2014-07-08,,EAST
389,Ms.,Bonnie,Williams,Consumer,Widowed,Male,1984-05-12,2003-01-29,,SOUTH
390,Dr.,Megan,Thomas,SME,Divorced,Female,1998-11-07,2010-11-14,,EAST
391,Mr.,Irene,Garcia,Consumer,Married,Female,1978-08-10,2013-05-23,,SOUTH
392,Professor,Zachary,Martin,Consumer,Married,Male,1982-01-25,2013-02-05,,EAST
393,Ms.,Victor,Davis,SME,Married,Female,1997-11-17,2001-04-03,,WEST
394,Mrs.,Allison,Garcia,SME,Divorced,Female,1971-03-23,2013-04-15,,NORTH
395,Professor,Wendy,Thomas,Corporate,Married,Female,2000-07-25,2003-03-10,,EAST
396,Mr.,Patrick,Johnson,Consumer,Married,Female,1955-01-15,2005-03-20,,WEST
397,Mrs.,Karen,Tyson,Corporate,Married,Male,1961-09-15,2007-08-23,,EAST
398,Mrs.,Edward,Kirby,Consumer,Divorced,Female,1959-12-14,2011-10-21,,EAST
399,Ms.,Samuel,Brown,Consumer,Married,Female,1977-01-27,2007-03-27,,SOUTH
400,Mrs.,Ursula,Taylor,Consumer,Divorced,Male,2000-06-01,2015-07-22,,SOUTH
401,Mrs.,James,Anderson,SME,Widowed,Male,1965-12-11,2000-01-15,,SOUTH
402,Professor,Tina,Taylor,Corporate,Single,Male,1969-10-26,2014-05-06,,WEST
403,Mrs.,Xander,Williams,SME,Married,Male,1981-02-11,2007-03-02,,NORTH
404,Ms.,Olivia,Smith,Corporate,Single,Female,1968-10-23,2005-08-06,,NORTH
405,Mr.,Xander,Smith,Consumer,Widowed,Female,1984-08-16,2009-10-29,,EAST
406,Ms.,Catherine,Jackson,Corporate,Single,Male,1998-12-27,2008-06-01,,SOUTH
407,Mr.,Olivia,Williams,Corporate,Divorced,Male,1976-06-16,2000-06-13,,WEST
408,Dr.,Karen,Garcia,Corporate,Single,Female,1964-06-08,2001-09-06,,EAST
409,Mrs.,Nathan,Dillon,Consumer,Single,Female,1988-12-14,2003-07-10,,EAST
410,Professor,Gwendolyn,White,Corporate,Divorced,Male,1998-06-16,2005-12-13,,WEST
411,Professor,Bonnie,Jackson,Consumer,Married,Female,1999-04-25,2011-01-04,,EAST
412,Ms.,Nathan,Williams,Consumer,Single,Male,1993-02-03,2004-06-23,,EAST
413,Mr.,Ursula,Anderson,Corporate,Divorced,Female,1992-06-26,2002-08-04,,WEST
414,Mr.,Catherine,Wilson,Corporate,Married,Female,1998-10-25,2008-09-09,,SOUTH
415,Mr.,Fiona,Harris,Corporate,Widowed,Male,1973-08-15,2009-11-11,,NORTH
416,Mrs.,Samuel,Johnson,SME,Divorced,Female,1958-09-04,2001-12-03,,NORTH
417,Dr.,Rachel,Johnson,SME,Widowed,Male,1996-11-18,2009-05-22,,WEST
418,Dr.,James,Williams,Consumer,Married,Female,1953-02-11,2011-04-06,,SOUTH
419,Mrs.,Fiona,Miller,Consumer,Widowed,Female,1961-04-27,2000-12-15,,WEST
420,Mrs.,Allison,Dillon,Consumer,Single,Female,1973-02-19,2007-03-04,,WEST
421,Ms.,Rachel,Taylor,SME,Single,Female,1996-08-16,2010-04-11,,SOUTH
422,Mrs.,Nathan,Jones,Consumer,Single,Male,2000-10-31,2013-03-09,,EAST
423,Ms.,Brian,Potter,SME,Widowed,Female,1986-11-12,2005-12-03,,NORTH
424,Ms.,Bonnie,Garcia,Consumer,Widowed,Female,1986-02-25,2003-03-24,,SOUTH
425,Mr.,Wendy,Davis,Consumer,Divorced,Female,1992-08-19,2006-01-09,,NORTH
426,Dr.,James,Wilson,Corporate,Married,Female,1958-10-24,2005-02-10,,NORTH
427,Professor,Irene,White,Consumer,Widowed,Female,1958-01-04,2004-03-19,,NORTH
428,Ms.,Yvonne,Thompson,Consumer,Married,Female,1955-01-16,2011-07-23,,SOUTH
429,Professor,Edward,Thompson,Consumer,Married,Male,1952-08-06,2003-11-24,,SOUTH
430,Mr.,Bonnie,Harris,Corporate,Married,Female,1982-05-01,2015-10-21,,WEST
431,Mr.,Quinn,Jackson,Corporate,Divorced,Female,1952-09-28,2005-06-04,,SOUTH
432,Professor,Brian,Martin,Consumer,Divorced,Female,1999-06-19,2007-11-05,,WEST
433,Dr.,James,Smith,Consumer,Married,Male,1954-06-15,2003-08-27,,EAST
434,Dr.,Irene,Dillon,Corporate,Single,Male,1996-01-19,2000-06-13,,WEST
435,Mrs.,Tina,Smith,SME,Divorced,Female,1972-08-23,2013-08-23,,WEST
436,Ms.,Catherine,Jackson,Corporate,Married,Female,1991-03-07,2005-08-26,,SOUTH
437,Mr.,Samuel,Brown,SME,Divorced,Female,1995-11-22,2014-11-09,,SOUTH
438,Dr.,Victor,Brown,SME,Divorced,Female,1955-09-23,2007-07-17,,NORTH
439,Ms.,Irene,Dillon,Consumer,Married,Female,1966-11-25,2003-05-13,,NORTH
440,Mr.,Victor,Jones,Corporate,Divorced,Female,1994-08-15,2006-08-18,,NORTH
441,Professor,Xander,Johnson,SME,Married,Female,1967-01-15,2007-09-12,,SOUTH
442,Mrs.,Quinn,Anderson,Consumer,Divorced,Female,2000-01-31,2004-01-23,,NORTH
443,Professor,Xander,Wilson,SME,Divorced,Male,1966-06-04,2015-03-31,,WEST
444,Ms.,Liam,Davis,Corporate,Divorced,Female,1987-09-22,2007-06-07,,WEST
445,Dr.,Brian,Brown,Corporate,Single,Male,1954-10-25,2014-03-24,,SOUTH
446,Professor,Brian,Jackson,Consumer,Single,Male,1976-10-07,2009-04-07,,EAST
447,Professor,Karen,White,SME,Divorced,Male,1991-01-19,2003-03-19,,WEST
448,Mrs.,Patrick,Taylor,Consumer,Single,Female,1978-02-12,2014-03-25,,EAST
449,Professor,Gwendolyn,Garcia,Consumer,Single,Female,1964-03-19,2010-12-24,,NORTH
450,Dr.,Megan,White,SME,Single,Male,1984-05-22,2000-02-08,,SOUTH
451,Professor,Aaron,Taylor,SME,Single,Male,1967-02-05,2000-05-26,,NORTH
452,Ms.,Wendy,Thomas,SME,Widowed,Female,1961-07-26,2002-04-21,,WEST
453,Ms.,Charles,Johnson,Corporate,Divorced,Male,1976-02-03,2010-03-23,,WEST
454,Ms.,Catherine,Martin,Consumer,Widowed,Male,1966-11-27,2003-09-12,,NORTH
455,Mrs.,Xander,Jones,Consumer,Married,Female,1951-12-20,2013-03-23,,WEST
456,Ms.,Megan,Dillon,SME,Single,Male,1997-12-22,2013-12-22,,EAST
457,Mr.,Ursula,Smith,Corporate,Widowed,Male,1960-05-22,2009-05-07,,EAST
458,Mrs.,Patrick,Jones,SME,Widowed,Male,1950-11-01,2006-10-02,,NORTH
459,Mrs.,Tina,Tyson,Corporate,Single,Male,1987-07-30,2002-05-09,,NORTH
460,Professor,Patrick,Miller,Corporate,Married,Female,1967-12-03,2005-11-24,,EAST
461,Professor,Fiona,Johnson,Corporate,Widowed,Male,1994-07-13,2004-08-28,,NORTH
462,Mr.,Aaron,Williams,SME,Single,Male,1994-04-30,2003-05-06,,EAST
463,Mrs.,Catherine,Wilson,Corporate,Divorced,Male,1990-12-23,2006-08-22,,EAST
464,Mr.,Allison,Garcia,Corporate,Divorced,Male,1976-01-26,2008-01-29,,EAST
465,Mr.,Brian,Johnson,Corporate,Married,Female,1962-06-01,2014-11-17,,EAST
466,Mr.,Tina,Wilson,Consumer,Married,Female,1983-06-07,2007-09-08,,SOUTH
467,Dr.,Olivia,Wilson,Consumer,Married,Male,1992-11-27,2009-06-16,,SOUTH
468,Mr.,Brian,Garcia,SME,Widowed,Female,1987-04-29,2013-04-01,,EAST
469,Ms.,Tina,Jackson,Corporate,Married,Female,1952-08-02,2015-05-09,,WEST
470,Dr.,Catherine,White,SME,Divorced,Female,1954-02-15,2001-06-02,,EAST
471,Professor,Wendy,Thompson,SME,Divorced,Male,2000-09-09,2005-01-08,,EAST
472,Dr.,Victor,Davis,Consumer,Widowed,Male,1981-01-07,2014-11-20,,SOUTH
473,Professor,Ursula,Garcia,Consumer,Married,Female,1992-02-07,2011-02-13,,EAST
474,Ms.,Henry,Taylor,SME,Married,Female,1954-07-08,2011-05-15,,NORTH
475,Mr.,Allison,Davis,Consumer,Widowed,Female,1991-03-10,2009-12-17,,SOUTH
476,Dr.,Karen,Brown,Corporate,Widowed,Male,1951-08-06,2002-04-20,,SOUTH
477,Professor,Allison,Williams,SME,Married,Female,1977-04-30,2011-05-27,,EAST
478,Mrs.,Liam,Johnson,SME,Widowed,Female,1990-10-09,2007-06-12,,NORTH
479,Mrs.,Diana,Brown,SME,Divorced,Female,1950-03-13,2007-08-28,,SOUTH
480,Mr.,Wendy,Brown,SME,Married,Female,1964-09-23,2011-01-16,,NORTH
481,Mrs.,Irene,Tyson,Consumer,Widowed,Female,1966-10-29,2002-09-16,,EAST
482,Mr.,Wendy,Taylor,Corporate,Single,Female,1987-03-09,2001-01-15,,WEST
483,Professor,Patrick,Smith,SME,Widowed,Female,1954-05-11,2012-05-29,,WEST
484,Mrs.,Wendy,Kirby,SME,Widowed,Female,1961-07-08,2002-04-28,,WEST
485,Mrs.,Nathan,Tyson,Corporate,Divorced,Female,1974-07-19,2008-12-03,,SOUTH
486,Professor,Edward,White,SME,Divorced,Male,1995-12-17,2006-09-14,,WEST
487,Ms.,Gwendolyn,Tyson,SME,Married,Male,1980-12-23,2015-01-30,,WEST
488,Ms.,Wendy,Brown,SME,Widowed,Female,2000-06-11,2010-10-10,,NORTH
489,Professor,Zachary,Smith,Consumer,Widowed,Male,1959-07-21,2000-07-26,,SOUTH
490,Mrs.,Gwendolyn,Wilson,Consumer,Divorced,Male,1975-09-18,2015-04-30,,EAST
491,Mr.,Gwendolyn,Potter,SME,Single,Male,1982-03-07,2010-02-24,,NORTH
492,Ms.,Henry,Thompson,Corporate,Widowed,Female,1954-03-20,2008-07-22,,SOUTH
493,Mrs.,Aaron,Wilson,SME,Divorced,Male,1989-10-01,2005-01-21,,EAST
494,Mrs.,James,Harris,SME,Married,Male,1956-09-06,2004-03-11,,WEST
495,Ms.,Bonnie,White,Consumer,Married,Female,1999-12-08,2005-12-04,,SOUTH
496,Mrs.,Karen,Harris,SME,Divorced,Male,1953-08-01,2003-06-13,,EAST
497,Professor,Patrick,Kirby,SME,Divorced,Male,1982-02-15,2001-08-20,,NORTH
498,Professor,Quinn,Williams,Consumer,Widowed,Female,1964-04-19,2009-04-30,,WEST
499,Ms.,Catherine,Miller,Consumer,Divorced,Female,1979-09-14,2008-02-03,,WEST
500,Dr.,Diana,Thomas,Consumer,Married,Female,1971-07-25,2014-05-28,,EAST
501,Dr.,Zachary,Brown,Consumer,Divorced,Female,1973-01-07,2012-02-12,,SOUTH
502,Ms.,Patrick,Johnson,Consumer,Single,Male,1967-04-10,2007-03-09,,SOUTH
503,Mrs.,Ursula,Williams,Consumer,Widowed,Male,1969-02-15,2015-05-16,,EAST
504,Mrs.,Ursula,Williams,Consumer,Divorced,Male,1952-02-18,2010-04-19,,SOUTH
505,Ms.,Bonnie,Garcia,Corporate,Married,Female,2000-01-26,2001-07-31,,EAST
506,Dr.,Olivia,Dillon,Corporate,Single,Male,1988-11-06,2007-02-04,,SOUTH
507,Mr.,Ursula,Tyson,Corporate,Single,Male,1954-01-31,2015-09-20,,EAST
508,Professor,Zachary,Anderson,Corporate,Widowed,Female,1957-10-05,2006-04-25,,NORTH
509,Professor,Patrick,Garcia,SME,Widowed,Female,1969-09-22,2003-01-22,,EAST
510,Ms.,James,Dillon,Consumer,Married,Male,1951-01-01,2012-05-31,,WEST
511,Dr.,Samuel,Tyson,Corporate,Single,Male,1998-03-11,2012-04-12,,EAST
512,Professor,Gwendolyn,White,Consumer,Married,Female,1962-10-12,2003-08-11,,NORTH
513,Professor,Diana,Garcia,SME,Widowed,Male,1954-11-18,2012-04-23,,WEST
514,Ms.,Victor,Williams,Corporate,Widowed,Female,1958-10-23,2004-06-05,,NORTH
515,Mrs.,Victor,Dillon,Consumer,Single,Female,1958-12-23,2006-05-24,,WEST
516,Professor,Olivia,Taylor,SME,Married,Female,1977-06-04,2015-07-21,,SOUTH
517,Mr.,Nathan,Garcia,SME,Married,Female,1978-02-06,2005-07-09,,NORTH
518,Mrs.,Allison,Thomas,Corporate,Widowed,Female,1979-09-30,2010-10-06,,NORTH
519,Mr.,Patrick,Potter,Corporate,Single,Male,1965-10-08,2014-06-24,,NORTH
520,Mr.,Irene,Dillon,SME,Single,Female,1956-10-06,2000-06-01,,WEST
521,Ms.,Bonnie,Potter,SME,Widowed,Male,1998-10-04,2012-02-08,,WEST
522,Professor,Megan,Davis,SME,Widowed,Male,1976-02-09,2003-01-01,,NORTH
523,Mr.,Liam,Thompson,SME,Married,Male,1971-06-07,2013-10-09,,SOUTH
524,Professor,Fiona,Garcia,SME,Married,Female,2000-10-05,2014-10-15,,SOUTH
525,Dr.,Bonnie,Davis,Corporate,Divorced,Male,1970-10-16,2001-05-29,,NORTH
526,Professor,Victor,Miller,Corporate,Widowed,Male,1982-05-30,2008-09-14,,EAST
527,Mr.,Ursula,Taylor,SME,Divorced,Female,1996-10-10,2014-03-18,,EAST
528,Dr.,Megan,Dillon,SME,Single,Female,1982-10-10,2013-03-07,,WEST
529,Dr.,Henry,Thompson,Corporate,Widowed,Male,1981-08-29,2007-09-27,,SOUTH
530,Mrs.,Olivia,Garcia,Consumer,Divorced,Male,1956-12-01,2011-07-17,,WEST
531,Professor,Fiona,Thomas,Corporate,Married,Female,1960-08-13,2014-10-29,,WEST
532,Dr.,Patrick,Martin,SME,Married,Female,1968-11-26,2013-04-01,,EAST
533,Mrs.,Henry,Johnson,SME,Single,Male,1964-06-15,2003-01-08,,EAST
534,Mrs.,Fiona,Wilson,SME,Single,Female,1996-05-08,2009-02-03,,EAST
535,Professor,Gwendolyn,Harris,Consumer,Married,Female,1992-04-17,2010-10-20,,EAST
536,Mrs.,Zachary,Kirby,SME,Married,Female,1995-10-30,2005-12-06,,WEST
537,Mr.,Tina,Kirby,Consumer,Widowed,Male,1970-08-14,2008-06-25,,SOUTH
538,Professor,Gwendolyn,Thompson,Consumer,Single,Female,1987-08-30,2003-05-10,,EAST
539,Professor,Catherine,Potter,SME,Widowed,Male,1960-07-17,2002-02-02,,EAST
540,Dr.,Catherine,Dillon,Consumer,Divorced,Female,1996-11-01,2009-06-08,,EAST
541,Dr.,Zachary,Martin,Corporate,Single,Male,1981-06-12,2013-03-18,,WEST
542,Mr.,Patrick,Davis,Corporate,Widowed,Male,1975-06-01,2013-06-02,,NORTH
543,Professor,Wendy,Smith,Corporate,Single,Male,1996-11-17,2002-08-23,,EAST
544,Mr.,Nathan,Thomas,Corporate,Divorced,Female,1963-11-20,2009-07-22,,NORTH
545,Dr.,Tina,Wilson,Consumer,Widowed,Female,1968-04-10,2009-04-08,,NORTH
546,Professor,Irene,Anderson,SME,Widowed,Male,1980-11-22,2015-10-28,,SOUTH
547,Dr.,Xander,Davis,SME,Married,Female,1964-07-07,2002-04-01,,EAST
548,Professor,Zachary,Potter,SME,Widowed,Male,1954-09-02,2003-08-09,,NORTH
549,Dr.,Allison,Jones,Corporate,Single,Male,1989-01-22,2001-12-23,,EAST
550,Mr.,Charles,Tyson,SME,Divorced,Male,1984-06-24,2008-12-26,,NORTH
551,Dr.,Ursula,Martin,Consumer,Divorced,Male,1950-12-17,2004-07-10,,WEST
552,Mr.,Tina,Garcia,Consumer,Single,Male,1982-04-10,2005-05-13,,WEST
553,Ms.,Yvonne,Jackson,SME,Married,Male,1985-06-14,2009-02-03,,NORTH
554,Ms.,Charles,Potter,Corporate,Divorced,Female,2000-02-29,2013-01-27,,EAST
555,Dr.,Tina,Miller,Corporate,Single,Male,1986-03-29,2012-11-22,,WEST
556,Professor,Quinn,Brown,Corporate,Divorced,Male,1956-06-29,2011-04-14,,SOUTH
557,Professor,Catherine,Potter,Corporate,Widowed,Female,1972-06-10,2015-07-27,,NORTH
558,Dr.,Yvonne,Taylor,Corporate,Single,Male,1991-05-02,2013-02-28,,WEST
559,Mrs.,Charles,Jackson,Corporate,Widowed,Male,1970-08-18,2007-01-30,,NORTH
560,Mr.,Henry,Anderson,Consumer,Divorced,Male,1985-10-16,2015-02-09,,NORTH
561,Mrs.,Karen,Thomas,Corporate,Married,Male,1974-02-21,2004-02-06,,SOUTH
562,Ms.,Xander,Davis,Consumer,Married,Female,1968-07-20,2005-02-20,,WEST
563,Mr.,Yvonne,Brown,SME,Widowed,Male,1957-01-15,2015-02-27,,WEST
564,Ms.,Brian,Martin,Corporate,Divorced,Male,1978-04-19,2011-01-16,,EAST
565,Professor,Megan,Davis,Corporate,Widowed,Male,1961-07-04,2001-03-19,,NORTH
566,Dr.,Megan,Garcia,Corporate,Widowed,Male,1960-10-19,2015-08-30,,NORTH
567,Dr.,Victor,Miller,SME,Divorced,Female,1959-01-15,2007-04-19,,EAST
568,Mrs.,Rachel,Wilson,Corporate,Divorced,Male,1974-03-03,2010-07-28,,WEST
569,Dr.,Nathan,Miller,Corporate,Widowed,Female,1983-05-27,2008-03-09,,SOUTH
570,Professor,Samuel,Jones,Consumer,Divorced,Female,1970-07-04,2002-03-29,,WEST
571,Mrs.,Gwendolyn,Jones,Corporate,Married,Female,1992-06-07,2000-03-20,,SOUTH
572,Professor,Catherine,Dillon,Corporate,Widowed,Female,1997-11-27,2007-01-30,,WEST
573,Mrs.,Megan,Brown,Corporate,Divorced,Male,1955-05-22,2004-10-31,,EAST
574,Ms.,Xander,Taylor,Corporate,Divorced,Male,1982-05-21,2008-01-30,,SOUTH
575,Professor,Diana,Thomas,Corporate,Married,Female,1967-11-07,2012-12-08,,SOUTH
576,Dr.,Victor,Thompson,SME,Widowed,Female,1990-02-05,2001-10-04,,NORTH
577,Mrs.,Ursula,Jones,Consumer,Widowed,Male,1980-04-08,2009-06-17,,SOUTH
578,Ms.,Karen,Davis,SME,Divorced,Female,1978-06-06,2014-08-24,,WEST
579,Ms.,Irene,Harris,Consumer,Widowed,Male,1996-09-26,2010-02-05,,SOUTH
580,Ms.,Edward,Davis,Corporate,Married,Male,1957-03-08,2004-09-21,,EAST
581,Professor,Charles,Martin,SME,Widowed,Male,1954-10-30,2000-08-03,,EAST
582,Mrs.,Irene,Tyson,Corporate,Widowed,Male,1957-07-25,2014-09-08,,EAST
583,Dr.,Xander,Anderson,Consumer,Married,Male,1961-05-05,2002-12-11,,WEST
584,Dr.,Brian,Taylor,SME,Divorced,Female,1991-11-30,2012-02-15,,NORTH
585,Mrs.,Wendy,Potter,SME,Widowed,Female,1990-12-17,2014-02-25,,WEST
586,Mrs.,Patrick,Potter,Corporate,Divorced,Female,1958-01-13,2009-11-28,,NORTH
587,Mr.,Edward,Anderson,Corporate,Married,Female,1950-01-04,2011-09-27,,NORTH
