Customer_SK,Customer_ID,Customer_Title,Customer_First_Name,Customer_Last_Name,Customer_Segment,Marital_Status,Gender,DOB,Effective_Start_Dt,Effective_End_Dt,Region,Customer_Name
157,157,Dr.,James,Kirby,Consumer,Divorced,Male,1997-04-10,2014-12-18,,EAST,Dr. James Kirby
158,158,Mr.,Tina,Johnson,Consumer,Married,Female,1968-05-04,2006-10-05,,SOUTH,Mr. Tina Johnson
159,159,Mr.,Karen,Brown,Consumer,Married,Female,1994-08-16,2009-08-28,,NORTH,Mr. Karen Brown
160,160,Ms.,Quinn,Potter,Corporate,Single,Male,1956-06-19,2008-11-26,,WEST,Ms. Quinn Potter
161,161,Professor,Charles,Taylor,SME,Widowed,Female,1988-07-06,2012-11-10,,SOUTH,Professor Charles Taylor
162,162,Mr.,Diana,Jackson,SME,Widowed,Female,1979-02-20,2003-11-08,,NORTH,Mr. Diana Jackson
163,163,Mrs.,Nathan,Brown,SME,Widowed,Male,1989-02-01,2013-03-17,,EAST,Mrs. Nathan Brown
164,164,Ms.,Brian,Anderson,Consumer,Married,Male,1969-11-17,2007-06-21,,SOUTH,Ms. Brian Anderson
165,165,Ms.,Catherine,Thomas,Consumer,Single,Female,1963-04-02,2005-04-19,,WEST,Ms. Catherine Thomas
166,166,Mrs.,Fiona,Tyson,Corporate,Widowed,Female,1956-10-05,2003-12-22,,WEST,Mrs. Fiona Tyson
167,167,Ms.,Brian,Dillon,Corporate,Single,Female,1963-07-18,2009-11-11,,NORTH,Ms. Brian Dillon
168,168,Professor,Zachary,Wilson,Corporate,Single,Female,1955-01-15,2007-11-23,,NORTH,Professor Zachary Wilson
169,169,Ms.,Bonnie,Johnson,SME,Single,Female,1975-10-03,2001-09-20,,SOUTH,Ms. Bonnie Johnson
170,170,Mr.,Samuel,Potter,Corporate,Married,Female,1990-05-07,2012-10-27,,SOUTH,Mr. Samuel Potter
171,171,Mr.,Bonnie,Harris,Consumer,Married,Male,1980-10-23,2001-11-21,,WEST,Mr. Bonnie Harris
172,172,Professor,Olivia,Thompson,Corporate,Divorced,Female,1964-03-29,2008-02-29,,SOUTH,Professor Olivia Thompson
173,173,Professor,Yvonne,Taylor,Consumer,Divorced,Female,1954-09-12,2014-02-24,,SOUTH,Professor Yvonne Taylor
174,174,Ms.,Rachel,Jackson,Corporate,Married,Male,1972-08-10,2014-09-22,,EAST,Ms. Rachel Jackson
175,175,Dr.,Liam,Anderson,Corporate,Single,Female,1961-07-27,2013-05-06,,WEST,Dr. Liam Anderson
176,176,Professor,Allison,Jones,SME,Widowed,Female,1958-05-21,2014-06-28,,NORTH,Professor Allison Jones
177,177,Mrs.,Liam,Anderson,Consumer,Widowed,Male,1969-03-20,2007-08-31,,EAST,Mrs. Liam Anderson
178,178,Ms.,Edward,Williams,SME,Single,Female,1959-01-28,2011-05-21,,WEST,Ms. Edward Williams
179,179,Mrs.,Tina,Jackson,SME,Married,Female,1964-07-22,2004-01-21,,WEST,Mrs. Tina Jackson
180,180,Mrs.,Nathan,Thomas,SME,Divorced,Female,1989-11-07,2013-09-10,,EAST,Mrs. Nathan Thomas
181,181,Ms.,Rachel,Davis,SME,Divorced,Female,1992-01-29,2004-05-08,,WEST,Ms. Rachel Davis
182,182,Dr.,Yvonne,Anderson,Consumer,Widowed,Male,1995-02-13,2011-10-30,,SOUTH,Dr. Yvonne Anderson
183,183,Mr.,Brian,Wilson,SME,Single,Male,1993-02-11,2008-04-28,,WEST,Mr. Brian Wilson
184,184,Ms.,Charles,Garcia,Corporate,Married,Male,1990-04-24,2011-07-07,,NORTH,Ms. Charles Garcia
185,185,Ms.,Allison,Harris,Corporate,Single,Female,1952-05-23,2009-04-21,,WEST,Ms. Allison Harris
186,186,Ms.,Megan,Williams,Consumer,Divorced,Female,1970-02-22,2000-08-18,,WEST,Ms. Megan Williams
187,187,Ms.,Edward,Johnson,SME,Married,Female,1992-05-21,2015-08-12,,WEST,Ms. Edward Johnson
188,188,Mr.,Tina,Smith,Consumer,Married,Female,1951-09-15,2005-09-27,,SOUTH,Mr. Tina Smith
189,189,Mrs.,Yvonne,Anderson,Consumer,Single,Female,1977-01-07,2002-09-25,,EAST,Mrs. Yvonne Anderson
190,190,Dr.,Charles,Brown,SME,Married,Male,1998-02-03,2000-05-14,,SOUTH,Dr. Charles Brown
191,191,Professor,Nathan,Smith,Consumer,Widowed,Male,1981-08-27,2005-05-24,,NORTH,Professor Nathan Smith
192,192,Professor,Charles,Thompson,Corporate,Single,Female,1995-07-08,2011-05-21,,NORTH,Professor Charles Thompson
193,193,Ms.,Ursula,Jackson,Consumer,Divorced,Female,1972-10-03,2000-05-13,,EAST,Ms. Ursula Jackson
194,194,Mr.,Xander,Dillon,Corporate,Single,Female,1979-10-31,2002-12-28,,WEST,Mr. Xander Dillon
195,195,Dr.,Allison,Harris,SME,Single,Female,1966-05-09,2003-01-09,,WEST,Dr. Allison Harris
196,196,Mr.,James,Miller,Corporate,Divorced,Female,1967-11-24,2000-12-09,,EAST,Mr. James Miller
197,197,Mrs.,Irene,Johnson,SME,Single,Female,1975-09-02,2008-01-03,,SOUTH,Mrs. Irene Johnson
198,198,Dr.,Diana,Thomas,Corporate,Widowed,Male,1985-11-20,2009-11-11,,NORTH,Dr. Diana Thomas
199,199,Ms.,Wendy,Martin,SME,Single,Female,1996-08-02,2005-12-24,,SOUTH,Ms. Wendy Martin
200,200,Mrs.,Nathan,Tyson,Consumer,Divorced,Male,1998-12-09,2006-08-03,,EAST,Mrs. Nathan Tyson
201,201,Ms.,Victor,Anderson,Consumer,Widowed,Female,1990-01-02,2013-07-07,,NORTH,Ms. Victor Anderson
202,202,Ms.,Olivia,Johnson,Consumer,Single,Female,1989-01-08,2006-02-27,,NORTH,Ms. Olivia Johnson
203,203,Mr.,Quinn,Garcia,Consumer,Widowed,Male,1962-10-23,2013-08-17,,NORTH,Mr. Quinn Garcia
204,204,Ms.,Henry,Dillon,SME,Single,Male,1982-06-28,2008-08-02,,EAST,Ms. Henry Dillon
205,205,Dr.,Liam,Thomas,SME,Married,Female,1956-11-24,2012-11-14,,SOUTH,Dr. Liam Thomas
206,206,Ms.,Karen,Dillon,SME,Single,Male,1972-05-24,2002-07-18,,SOUTH,Ms. Karen Dillon
207,207,Professor,Quinn,Jackson,SME,Divorced,Female,1960-07-25,2005-11-14,,SOUTH,Professor Quinn Jackson
208,208,Dr.,Tina,Anderson,Consumer,Married,Female,1967-12-17,2002-10-01,,WEST,Dr. Tina Anderson
209,209,Mr.,Catherine,Harris,SME,Divorced,Male,1978-09-03,2014-12-23,,WEST,Mr. Catherine Harris
210,210,Mrs.,Catherine,Anderson,Consumer,Married,Male,1965-08-14,2008-02-09,,NORTH,Mrs. Catherine Anderson
211,211,Mr.,Henry,Martin,Corporate,Divorced,Male,1982-05-18,2012-06-04,,WEST,Mr. Henry Martin
212,212,Dr.,Charles,Anderson,Corporate,Widowed,Male,1992-12-10,2011-10-16,,EAST,Dr. Charles Anderson
213,213,Mr.,Karen,Dillon,Consumer,Divorced,Male,1990-05-15,2010-06-13,,WEST,Mr. Karen Dillon
214,214,Mr.,Nathan,Thompson,Corporate,Married,Male,1961-02-20,2011-08-15,,WEST,Mr. Nathan Thompson
215,215,Ms.,Karen,Davis,Corporate,Single,Male,1996-07-21,2006-05-15,,WEST,Ms. Karen Davis
216,216,Ms.,Edward,Dillon,SME,Married,Male,1997-11-11,2002-02-04,,NORTH,Ms. Edward Dillon
217,217,Professor,Victor,Tyson,Consumer,Single,Male,1980-04-16,2012-08-22,,WEST,Professor Victor Tyson
218,218,Ms.,Ursula,Kirby,SME,Widowed,Male,1968-11-29,2012-10-30,,EAST,Ms. Ursula Kirby
219,219,Professor,Catherine,Dillon,Corporate,Divorced,Male,1975-12-27,2014-05-25,,SOUTH,Professor Catherine Dillon
220,220,Mr.,James,Harris,Corporate,Widowed,Female,1955-05-18,2003-07-18,,SOUTH,Mr. James Harris
221,221,Professor,Gwendolyn,Taylor,SME,Divorced,Female,1962-11-21,2007-01-04,,SOUTH,Professor Gwendolyn Taylor
222,222,Professor,Edward,Thomas,Consumer,Divorced,Female,2000-05-22,2002-05-19,,SOUTH,Professor Edward Thomas
223,223,Mrs.,Irene,Harris,Corporate,Single,Female,1962-08-22,2002-03-04,,EAST,Mrs. Irene Harris
224,224,Ms.,Henry,Garcia,Corporate,Married,Female,1978-01-21,2004-04-04,,SOUTH,Ms. Henry Garcia
225,225,Dr.,Catherine,Anderson,SME,Widowed,Female,1952-01-30,2002-01-07,,SOUTH,Dr. Catherine Anderson
226,226,Ms.,Gwendolyn,Kirby,Corporate,Divorced,Female,1954-05-14,2001-02-18,,WEST,Ms. Gwendolyn Kirby
227,227,Mr.,Rachel,Smith,SME,Divorced,Female,1988-08-29,2003-01-02,,NORTH,Mr. Rachel Smith
228,228,Dr.,Liam,Johnson,Corporate,Married,Female,1954-08-04,2012-10-15,,SOUTH,Dr. Liam Johnson
229,229,Dr.,Megan,Thompson,Consumer,Single,Male,1999-05-01,2006-04-10,,EAST,Dr. Megan Thompson
230,230,Professor,Liam,Taylor,SME,Married,Female,1982-10-20,2003-03-27,,SOUTH,Professor Liam Taylor
231,231,Mrs.,Bonnie,Johnson,Consumer,Widowed,Male,1979-11-18,2010-08-16,,EAST,Mrs. Bonnie Johnson
232,232,Mrs.,Tina,Taylor,SME,Divorced,Female,1985-04-03,2013-10-29,,NORTH,Mrs. Tina Taylor
233,233,Ms.,Wendy,Kirby,Corporate,Divorced,Male,1992-08-09,2000-05-16,,SOUTH,Ms. Wendy Kirby
234,234,Mr.,Samuel,Anderson,SME,Married,Male,1992-07-30,2005-12-15,,SOUTH,Mr. Samuel Anderson
235,235,Professor,Fiona,Thompson,Consumer,Married,Male,1984-02-10,2003-04-25,,SOUTH,Professor Fiona Thompson
236,236,Ms.,Aaron,Harris,SME,Widowed,Male,1987-07-28,2003-05-25,,WEST,Ms. Aaron Harris
237,237,Dr.,Quinn,Tyson,SME,Married,Male,1955-08-03,2015-10-30,,SOUTH,Dr. Quinn Tyson
238,238,Professor,Victor,Martin,Corporate,Married,Female,1983-10-22,2007-01-14,,NORTH,Professor Victor Martin
239,239,Ms.,Victor,Dillon,Corporate,Married,Female,1993-06-09,2004-04-24,,NORTH,Ms. Victor Dillon
240,240,Mrs.,James,Anderson,Corporate,Widowed,Female,1993-11-14,2007-02-10,,WEST,Mrs. James Anderson
241,241,Professor,Diana,Kirby,Consumer,Divorced,Female,1984-01-24,2008-11-06,,NORTH,Professor Diana Kirby
242,242,Ms.,James,Williams,SME,Divorced,Female,1989-09-08,2014-09-17,,EAST,Ms. James Williams
243,243,Ms.,Gwendolyn,Potter,Consumer,Divorced,Male,2000-06-03,2015-08-13,,WEST,Ms. Gwendolyn Potter
244,244,Professor,Henry,Johnson,Consumer,Married,Male,1970-03-31,2014-04-23,,WEST,Professor Henry Johnson
245,245,Mr.,Karen,Martin,Corporate,Married,Female,1962-05-02,2000-02-12,,SOUTH,Mr. Karen Martin
246,246,Ms.,Ursula,Miller,Consumer,Single,Male,1978-10-25,2006-05-27,,SOUTH,Ms. Ursula Miller
247,247,Mrs.,Fiona,White,Consumer,Widowed,Female,1953-04-05,2008-11-26,,EAST,Mrs. Fiona White
248,248,Professor,Aaron,Anderson,Corporate,Divorced,Female,1959-08-18,2007-07-07,,EAST,Professor Aaron Anderson
249,249,Dr.,Brian,Thompson,Corporate,Single,Male,1974-06-24,2004-04-28,,WEST,Dr. Brian Thompson
250,250,Mrs.,Ursula,Wilson,SME,Divorced,Male,1951-04-07,2007-07-24,,SOUTH,Mrs. Ursula Wilson
251,251,Dr.,Tina,Dillon,Consumer,Divorced,Female,1988-05-15,2011-07-23,,WEST,Dr. Tina Dillon
252,252,Dr.,Fiona,Jones,Corporate,Single,Female,1979-01-12,2005-07-25,,EAST,Dr. Fiona Jones
253,253,Ms.,Olivia,Wilson,Corporate,Single,Female,1977-02-02,2013-01-23,,WEST,Ms. Olivia Wilson
254,254,Dr.,Bonnie,Brown,SME,Widowed,Female,1977-07-11,2003-08-01,,WEST,Dr. Bonnie Brown
255,255,Ms.,Ursula,Anderson,Corporate,Married,Male,1969-10-24,2004-11-30,,EAST,Ms. Ursula Anderson
256,256,Ms.,Xander,Tyson,SME,Widowed,Male,1987-04-23,2015-09-29,,SOUTH,Ms. Xander Tyson
257,257,Mr.,Victor,Tyson,Consumer,Divorced,Male,1997-02-22,2010-01-07,,WEST,Mr. Victor Tyson
258,258,Professor,Allison,Potter,Consumer,Married,Female,1968-02-20,2012-11-04,,EAST,Professor Allison Potter
259,259,Professor,Diana,Miller,Consumer,Widowed,Female,1993-11-08,2002-01-14,,SOUTH,Professor Diana Miller
260,260,Dr.,Quinn,White,SME,Widowed,Female,2000-08-04,2001-04-17,,WEST,Dr. Quinn White
261,261,Mr.,Megan,Wilson,Consumer,Single,Female,1969-07-20,2012-12-20,,EAST,Mr. Megan Wilson
262,262,Professor,Wendy,Williams,Consumer,Widowed,Female,1955-05-29,2001-07-19,,NORTH,Professor Wendy Williams
263,263,Dr.,Fiona,Jones,Corporate,Widowed,Female,1983-08-06,2008-07-30,,SOUTH,Dr. Fiona Jones
264,264,Mrs.,Victor,Potter,SME,Married,Female,1981-03-14,2002-08-29,,EAST,Mrs. Victor Potter
265,265,Mr.,Xander,Davis,SME,Widowed,Female,1952-01-15,2006-09-10,,WEST,Mr. Xander Davis
266,266,Mrs.,Allison,Davis,Corporate,Married,Male,1991-04-29,2007-10-06,,SOUTH,Mrs. Allison Davis
267,267,Professor,Bonnie,White,Consumer,Married,Male,1951-05-28,2005-05-25,,EAST,Professor Bonnie White
268,268,Mr.,Olivia,Tyson,Corporate,Widowed,Male,1971-12-16,2000-12-28,,EAST,Mr. Olivia Tyson
269,269,Mrs.,Yvonne,Johnson,SME,Married,Female,1995-03-17,2006-06-27,,WEST,Mrs. Yvonne Johnson
270,270,Mrs.,Henry,Anderson,Corporate,Widowed,Female,1996-10-06,2004-12-15,,NORTH,Mrs. Henry Anderson
271,271,Mrs.,Rachel,Kirby,Consumer,Widowed,Female,1988-04-29,2012-06-19,,EAST,Mrs. Rachel Kirby
272,272,Ms.,Zachary,Thompson,Corporate,Married,Female,1987-05-09,2009-02-26,,SOUTH,Ms. Zachary Thompson
273,273,Dr.,Yvonne,Potter,SME,Divorced,Male,1971-08-15,2005-01-20,,WEST,Dr. Yvonne Potter
274,274,Dr.,Bonnie,Potter,Corporate,Married,Male,1987-05-15,2012-07-01,,SOUTH,Dr. Bonnie Potter
275,275,Mr.,Gwendolyn,Taylor,SME,Single,Male,1990-05-09,2008-04-27,,NORTH,Mr. Gwendolyn Taylor
276,276,Professor,Irene,Jackson,SME,Married,Male,1953-07-19,2001-08-19,,EAST,Professor Irene Jackson
277,277,Ms.,Gwendolyn,Taylor,SME,Married,Male,1951-05-18,2004-10-01,,SOUTH,Ms. Gwendolyn Taylor
278,278,Mrs.,Henry,Tyson,Corporate,Divorced,Female,1985-08-01,2005-05-14,,SOUTH,Mrs. Henry Tyson
279,279,Ms.,Rachel,Dillon,SME,Divorced,Female,1977-09-02,2005-11-12,,SOUTH,Ms. Rachel Dillon
280,280,Ms.,Diana,Martin,Corporate,Divorced,Male,1968-03-23,2008-04-24,,SOUTH,Ms. Diana Martin
281,281,Mr.,Xander,Jones,Corporate,Widowed,Male,1973-05-25,2012-05-29,,WEST,Mr. Xander Jones
282,282,Dr.,Karen,Davis,Corporate,Divorced,Female,1972-01-18,2011-03-14,,WEST,Dr. Karen Davis
283,283,Ms.,Olivia,Garcia,Consumer,Widowed,Male,1965-03-09,2003-02-20,,SOUTH,Ms. Olivia Garcia
284,284,Mr.,Allison,Williams,SME,Married,Male,1950-07-29,2009-04-01,,EAST,Mr. Allison Williams
285,285,Mr.,Wendy,Jones,Corporate,Widowed,Male,1969-08-16,2011-05-05,,EAST,Mr. Wendy Jones
286,286,Mr.,Victor,Martin,Consumer,Widowed,Male,1950-08-05,2011-12-08,,SOUTH,Mr. Victor Martin
287,287,Mr.,Rachel,Anderson,Consumer,Widowed,Male,1995-01-21,2015-08-26,,NORTH,Mr. Rachel Anderson
288,288,Mrs.,Quinn,Jones,Corporate,Divorced,Female,1967-03-22,2013-11-25,,EAST,Mrs. Quinn Jones
289,289,Dr.,Charles,Thomas,SME,Married,Male,1991-03-07,2012-09-02,,SOUTH,Dr. Charles Thomas
290,290,Mr.,Victor,Williams,Corporate,Widowed,Female,1958-05-22,2009-02-02,,NORTH,Mr. Victor Williams
291,291,Mrs.,Ursula,Smith,SME,Widowed,Female,1957-06-02,2011-03-18,,EAST,Mrs. Ursula Smith
292,292,Mr.,Catherine,Thompson,Corporate,Widowed,Male,1970-08-12,2004-09-27,,EAST,Mr. Catherine Thompson
293,293,Professor,Victor,Wilson,Consumer,Single,Female,2000-07-22,2014-10-05,,EAST,Professor Victor Wilson
294,294,Mrs.,Gwendolyn,Kirby,Consumer,Divorced,Male,1985-09-25,2001-09-22,,EAST,Mrs. Gwendolyn Kirby
295,295,Ms.,Victor,Potter,SME,Single,Female,1984-06-08,2003-02-20,,SOUTH,Ms. Victor Potter
296,296,Mrs.,Diana,White,Corporate,Widowed,Male,1956-10-26,2007-08-22,,EAST,Mrs. Diana White
297,297,Dr.,Zachary,Harris,Corporate,Widowed,Male,1970-06-20,2007-12-24,,NORTH,Dr. Zachary Harris
298,298,Ms.,Charles,Tyson,Consumer,Single,Female,1972-02-10,2015-12-29,,SOUTH,Ms. Charles Tyson
299,299,Mrs.,Megan,Dillon,Consumer,Divorced,Male,1984-12-15,2007-02-07,,WEST,Mrs. Megan Dillon
300,300,Ms.,James,Harris,Consumer,Married,Male,1974-03-15,2002-04-17,,EAST,Ms. James Harris
301,301,Professor,Olivia,Potter,Consumer,Single,Male,1995-12-22,2009-02-24,,SOUTH,Professor Olivia Potter
302,302,Professor,Rachel,Williams,Corporate,Single,Female,1979-02-08,2008-08-21,,NORTH,Professor Rachel Williams
303,303,Professor,Yvonne,Williams,SME,Married,Female,1971-10-12,2012-10-29,,SOUTH,Professor Yvonne Williams
304,304,Ms.,Edward,Wilson,Consumer,Married,Male,1974-01-30,2011-01-22,,WEST,Ms. Edward Wilson
305,305,Ms.,Irene,White,Corporate,Divorced,Male,1993-06-11,2001-09-22,,SOUTH,Ms. Irene White
306,306,Mrs.,Tina,Tyson,Corporate,Married,Male,1991-01-29,2002-05-26,,SOUTH,Mrs. Tina Tyson
307,307,Dr.,Karen,Tyson,Corporate,Divorced,Male,1979-07-26,2009-11-15,,SOUTH,Dr. Karen Tyson
308,308,Mrs.,Karen,Tyson,Corporate,Married,Female,1992-12-22,2007-01-17,,NORTH,Mrs. Karen Tyson
309,309,Dr.,Xander,Dillon,Corporate,Widowed,Female,1971-10-01,2007-04-23,,NORTH,Dr. Xander Dillon
310,310,Mrs.,Diana,Kirby,SME,Single,Female,1998-12-14,2004-01-13,,NORTH,Mrs. Diana Kirby
311,311,Mr.,Olivia,Anderson,Consumer,Widowed,Female,1986-09-15,2015-02-04,,WEST,Mr. Olivia Anderson
312,312,Dr.,Irene,Jones,SME,Widowed,Female,1983-10-28,2001-08-28,,WEST,Dr. Irene Jones
313,313,Dr.,Rachel,Thompson,SME,Divorced,Male,1998-10-10,2000-10-28,,SOUTH,Dr. Rachel Thompson
314,314,Ms.,Yvonne,Davis,SME,Single,Female,1964-12-03,2014-07-06,,EAST,Ms. Yvonne Davis
315,315,Mr.,Zachary,White,Consumer,Divorced,Male,1950-12-12,2002-03-18,,NORTH,Mr. Zachary White
316,316,Dr.,Liam,Jackson,Consumer,Divorced,Female,1994-11-25,2003-05-19,,SOUTH,Dr. Liam Jackson
317,317,Mr.,James,White,Corporate,Divorced,Female,1960-05-31,2003-03-06,,EAST,Mr. James White
318,318,Professor,Zachary,Miller,Consumer,Widowed,Female,1993-04-29,2007-10-24,,SOUTH,Professor Zachary Miller
319,319,Ms.,Karen,Williams,Consumer,Single,Female,1954-01-04,2015-12-10,,SOUTH,Ms. Karen Williams
320,320,Mrs.,Victor,Garcia,Corporate,Married,Female,1996-04-17,2003-11-30,,EAST,Mrs. Victor Garcia
321,321,Mrs.,Henry,Jackson,Corporate,Widowed,Male,1966-09-21,2014-05-13,,SOUTH,Mrs. Henry Jackson
322,322,Dr.,Olivia,Kirby,Consumer,Married,Female,1984-11-19,2000-02-06,,WEST,Dr. Olivia Kirby
323,323,Professor,Samuel,Brown,Consumer,Divorced,Female,1966-10-10,2008-03-15,,EAST,Professor Samuel Brown
324,324,Professor,Irene,Martin,SME,Widowed,Female,1978-02-12,2013-05-22,,EAST,Professor Irene Martin
325,325,Dr.,Liam,Thomas,SME,Divorced,Male,1965-06-24,2015-02-09,,EAST,Dr. Liam Thomas
326,326,Mrs.,Karen,Brown,Corporate,Married,Male,1977-05-25,2002-08-16,,WEST,Mrs. Karen Brown
327,327,Mrs.,Nathan,Tyson,Corporate,Married,Male,1984-06-04,2009-06-27,,SOUTH,Mrs. Nathan Tyson
328,328,Mrs.,Patrick,Anderson,SME,Widowed,Male,1966-10-14,2007-01-21,,WEST,Mrs. Patrick Anderson
329,329,Mrs.,Aaron,Martin,Corporate,Widowed,Female,1967-07-04,2008-08-11,,NORTH,Mrs. Aaron Martin
330,330,Dr.,Wendy,Harris,Consumer,Single,Female,1965-01-02,2001-11-08,,SOUTH,Dr. Wendy Harris
331,331,Professor,Irene,Davis,SME,Widowed,Female,1975-11-25,2003-10-09,,EAST,Professor Irene Davis
332,332,Ms.,Samuel,Brown,SME,Single,Female,1998-09-22,2008-03-24,,EAST,Ms. Samuel Brown
333,333,Mrs.,Nathan,Brown,Corporate,Widowed,Female,1976-09-16,2000-09-21,,WEST,Mrs. Nathan Brown
334,334,Mrs.,Olivia,Brown,SME,Divorced,Female,1968-10-30,2013-03-09,,EAST,Mrs. Olivia Brown
335,335,Mrs.,Tina,Jones,SME,Divorced,Female,1968-07-26,2001-05-01,,WEST,Mrs. Tina Jones
336,336,Ms.,Karen,Anderson,Consumer,Single,Female,1973-12-26,2011-07-16,,WEST,Ms. Karen Anderson
337,337,Mrs.,Irene,Dillon,SME,Married,Female,1961-11-27,2005-08-07,,EAST,Mrs. Irene Dillon
338,338,Dr.,Yvonne,Jackson,SME,Divorced,Female,1962-10-03,2012-12-13,,WEST,Dr. Yvonne Jackson
339,339,Mr.,Olivia,Williams,SME,Divorced,Female,1986-02-21,2011-07-25,,SOUTH,Mr. Olivia Williams
340,340,Professor,Patrick,Taylor,SME,Widowed,Female,1950-03-23,2002-02-02,,SOUTH,Professor Patrick Taylor
341,341,Dr.,Zachary,Potter,Corporate,Married,Female,1969-07-17,2009-08-20,,EAST,Dr. Zachary Potter
342,342,Ms.,Allison,Anderson,SME,Married,Female,1999-02-07,2012-12-17,,NORTH,Ms. Allison Anderson
343,343,Mr.,Catherine,Johnson,Consumer,Widowed,Male,1958-12-07,2014-01-16,,NORTH,Mr. Catherine Johnson
344,344,Mr.,Olivia,Harris,SME,Married,Female,1988-05-19,2004-07-15,,WEST,Mr. Olivia Harris
345,345,Mr.,Brian,Wilson,Corporate,Single,Male,1982-05-03,2005-08-13,,WEST,Mr. Brian Wilson
346,346,Ms.,Megan,Dillon,SME,Single,Male,1971-01-03,2009-08-17,,EAST,Ms. Megan Dillon
347,347,Mr.,Gwendolyn,Martin,SME,Married,Female,1961-11-27,2013-04-25,,EAST,Mr. Gwendolyn Martin
348,348,Mr.,Aaron,Taylor,Corporate,Married,Male,1987-11-21,2015-07-26,,EAST,Mr. Aaron Taylor
349,349,Mr.,Megan,Williams,Corporate,Divorced,Male,1959-04-05,2007-01-10,,WEST,Mr. Megan Williams
350,350,Mrs.,Yvonne,Jones,SME,Single,Male,1956-02-20,2011-11-24,,SOUTH,Mrs. Yvonne Jones
351,351,Mrs.,Liam,Miller,Consumer,Widowed,Male,1986-12-08,2013-10-25,,SOUTH,Mrs. Liam Miller
352,352,Professor,Edward,Brown,Corporate,Widowed,Male,1984-06-14,2007-11-19,,EAST,Professor Edward Brown
353,353,Mr.,Irene,Dillon,SME,Divorced,Male,1972-04-06,2012-05-30,,WEST,Mr. Irene Dillon
354,354,Professor,Gwendolyn,Thompson,Corporate,Widowed,Male,1995-09-18,2004-03-25,,NORTH,Professor Gwendolyn Thompson
355,355,Mr.,Patrick,Jackson,SME,Single,Male,1971-08-18,2011-03-16,,WEST,Mr. Patrick Jackson
356,356,Dr.,Karen,Jones,SME,Divorced,Male,2000-12-28,2009-06-09,,NORTH,Dr. Karen Jones
357,357,Mr.,Yvonne,Williams,Consumer,Divorced,Male,1956-01-22,2000-04-22,,SOUTH,Mr. Yvonne Williams
358,358,Professor,Zachary,Jackson,Corporate,Widowed,Female,1975-09-14,2014-02-05,,EAST,Professor Zachary Jackson
359,359,Professor,Ursula,Potter,Corporate,Single,Male,1963-09-13,2006-03-23,,EAST,Professor Ursula Potter
360,360,Professor,Zachary,Jones,Corporate,Single,Female,1979-04-25,2008-10-05,,WEST,Professor Zachary Jones
361,361,Mr.,Bonnie,Davis,SME,Widowed,Male,1988-12-24,2002-08-08,,WEST,Mr. Bonnie Davis
362,362,Mr.,Victor,Garcia,SME,Married,Male,1951-02-20,2015-11-17,,NORTH,Mr. Victor Garcia
363,363,Professor,Patrick,Thomas,Corporate,Married,Male,1996-05-27,2005-10-24,,WEST,Professor Patrick Thomas
364,364,Mr.,Xander,Brown,SME,Divorced,Male,1980-01-21,2009-08-18,,NORTH,Mr. Xander Brown
365,365,Mr.,Wendy,Kirby,Consumer,Divorced,Female,1994-07-06,2010-03-17,,NORTH,Mr. Wendy Kirby
366,366,Ms.,Liam,Garcia,Consumer,Single,Male,1959-03-26,2012-11-14,,WEST,Ms. Liam Garcia
367,367,Mrs.,Brian,Smith,Corporate,Divorced,Male,1954-02-15,2010-07-31,,EAST,Mrs. Brian Smith
368,368,Professor,Brian,Johnson,Consumer,Divorced,Female,1987-08-16,2005-01-13,,WEST,Professor Brian Johnson
369,369,Professor,Irene,Williams,Consumer,Single,Male,1983-06-13,2002-09-05,,NORTH,Professor Irene Williams
370,370,Dr.,Megan,Williams,Consumer,Divorced,Female,1975-04-30,2006-12-20,,EAST,Dr. Megan Williams
371,371,Ms.,Liam,Miller,Corporate,Married,Female,2000-07-31,2006-10-25,,EAST,Ms. Liam Miller
372,372,Professor,Yvonne,Miller,Corporate,Single,Male,1971-12-29,2003-05-18,,SOUTH,Professor Yvonne Miller
373,373,Mr.,Rachel,Thomas,SME,Widowed,Female,1980-01-21,2000-01-12,,WEST,Mr. Rachel Thomas
374,374,Mrs.,Gwendolyn,Thompson,Consumer,Single,Female,1987-08-31,2011-01-13,,EAST,Mrs. Gwendolyn Thompson
375,375,Professor,Bonnie,Davis,Corporate,Divorced,Male,1987-01-22,2015-09-20,,EAST,Professor Bonnie Davis
376,376,Dr.,Quinn,Jones,Corporate,Single,Male,1956-09-18,2013-04-10,,EAST,Dr. Quinn Jones
377,377,Ms.,James,Wilson,Corporate,Divorced,Female,1985-04-03,2015-09-19,,WEST,Ms. James Wilson
378,378,Mrs.,Henry,Williams,Consumer,Single,Male,1962-03-19,2013-02-10,,NORTH,Mrs. Henry Williams
379,379,Ms.,Olivia,Harris,Consumer,Divorced,Female,1986-06-21,2002-09-16,,WEST,Ms. Olivia Harris
380,380,Mr.,Olivia,Wilson,SME,Divorced,Male,1958-02-10,2003-07-15,,NORTH,Mr. Olivia Wilson
381,381,Mrs.,Allison,Taylor,Corporate,Married,Female,1958-03-08,2015-12-13,,WEST,Mrs. Allison Taylor
382,382,Ms.,Victor,Anderson,Corporate,Widowed,Male,1965-08-07,2000-09-11,,EAST,Ms. Victor Anderson
